country_code,year,avg_wage,country_name
AUS,1990,51711.294,Australia
AUS,1991,51489.238,Australia
AUS,1992,52540.8,Australia
AUS,1993,53031.484,Australia
AUS,1994,53388.129,Australia
AUS,1995,53190.866,Australia
AUS,1996,54728.166,Australia
AUS,1997,56437.01,Australia
AUS,1998,57246.446,Australia
AUS,1999,58543.795,Australia
AUS,2000,58708.938,Australia
AUS,2001,59285.415,Australia
AUS,2002,59823.989,Australia
AUS,2003,60673.073,Australia
AUS,2004,62580.879,Australia
AUS,2005,63308.452,Australia
AUS,2006,63733.515,Australia
AUS,2007,65497.773,Australia
AUS,2008,65966.319,Australia
AUS,2009,65331.083,Australia
AUS,2010,67656.87,Australia
AUS,2011,69897.927,Australia
AUS,2012,70378.632,Australia
AUS,2013,70147.858,Australia
AUS,2014,70851.065,Australia
AUS,2015,70450.329,Australia
AUS,2016,70801.922,Australia
AUS,2017,70596.551,Australia
AUS,2018,70841.899,Australia
AUS,2019,71532.014,Australia
AUS,2020,73067.231,Australia
AUS,2021,73869.688,Australia
AUS,2022,72262.91,Australia
AUS,2023,71458.588,Australia
AUS,2024,71238.235,Australia
AUS,2025,72018.439,Australia
CAN,1990,49252.332,Canada
CAN,1991,49438.258,Canada
CAN,1992,50159.97,Canada
CAN,1993,50051.322,Canada
CAN,1994,49482.486,Canada
CAN,1995,49371.74,Canada
CAN,1996,49809.689,Canada
CAN,1997,51334.611,Canada
CAN,1998,52196.378,Canada
CAN,1999,52620.625,Canada
CAN,2000,54216.151,Canada
CAN,2001,53993.002,Canada
CAN,2002,53557.822,Canada
CAN,2003,53574.389,Canada
CAN,2004,54731.911,Canada
CAN,2005,56312.842,Canada
CAN,2006,58027.665,Canada
CAN,2007,59577.297,Canada
CAN,2008,60621.31,Canada
CAN,2009,61019.493,Canada
CAN,2010,61126.935,Canada
CAN,2011,61947.466,Canada
CAN,2012,62788.238,Canada
CAN,2013,63427.514,Canada
CAN,2014,64161.792,Canada
CAN,2015,64666.732,Canada
CAN,2016,63420.973,Canada
CAN,2017,64442.524,Canada
CAN,2018,65596.031,Canada
CAN,2019,65969.788,Canada
CAN,2020,68085.984,Canada
CAN,2021,68433.651,Canada
CAN,2022,67333.781,Canada
CAN,2023,67036.17,Canada
CAN,2024,67767.556,Canada
CAN,2025,67900.601,Canada
CHE,1990,68064.792,Switzerland
CHE,1991,69328.93,Switzerland
CHE,1992,69939.274,Switzerland
CHE,1993,70435.359,Switzerland
CHE,1994,71437.101,Switzerland
CHE,1995,72225.232,Switzerland
CHE,1996,70917.996,Switzerland
CHE,1997,72250.759,Switzerland
CHE,1998,72764.027,Switzerland
CHE,1999,73566.02,Switzerland
CHE,2000,74867.2,Switzerland
CHE,2001,78869.7,Switzerland
CHE,2002,80489.165,Switzerland
CHE,2003,80197.872,Switzerland
CHE,2004,79044.97,Switzerland
CHE,2005,80327.852,Switzerland
CHE,2006,80735.384,Switzerland
CHE,2007,81532.933,Switzerland
CHE,2008,82500.322,Switzerland
CHE,2009,84008.869,Switzerland
CHE,2010,83217.254,Switzerland
CHE,2011,84072.935,Switzerland
CHE,2012,85461.259,Switzerland
CHE,2013,86764.327,Switzerland
CHE,2014,86625.493,Switzerland
CHE,2015,87261.734,Switzerland
CHE,2016,87138.528,Switzerland
CHE,2017,86652.231,Switzerland
CHE,2018,86527.441,Switzerland
CHE,2019,88210.573,Switzerland
CHE,2020,86151.165,Switzerland
CHE,2021,89575.26,Switzerland
CHE,2022,90812.588,Switzerland
CHE,2023,90810.341,Switzerland
CHE,2024,92160.548,Switzerland
CHE,2025,92285.059,Switzerland
DEU,1990,56518.095,Germany
DEU,1991,56518.095,Germany
DEU,1992,59843.074,Germany
DEU,1993,60277.01,Germany
DEU,1994,60431.246,Germany
DEU,1995,61681.879,Germany
DEU,1996,62376.544,Germany
DEU,1997,62134.996,Germany
DEU,1998,62828.793,Germany
DEU,1999,63666.036,Germany
DEU,2000,64046.334,Germany
DEU,2001,64480.243,Germany
DEU,2002,64713.408,Germany
DEU,2003,64930.248,Germany
DEU,2004,64917.355,Germany
DEU,2005,64992.335,Germany
DEU,2006,65126.926,Germany
DEU,2007,64871.985,Germany
DEU,2008,65150.041,Germany
DEU,2009,65320.022,Germany
DEU,2010,65868.708,Germany
DEU,2011,67016.565,Germany
DEU,2012,67819.437,Germany
DEU,2013,68439.939,Germany
DEU,2014,69545.657,Germany
DEU,2015,71243.967,Germany
DEU,2016,72398.219,Germany
DEU,2017,73176.585,Germany
DEU,2018,74155.549,Germany
DEU,2019,75376.183,Germany
DEU,2020,74806.641,Germany
DEU,2021,74656.666,Germany
DEU,2022,73053.743,Germany
DEU,2023,72953.447,Germany
DEU,2024,74854.088,Germany
DEU,2025,76284.517,Germany
DNK,1990,54442.147,Denmark
DNK,1991,54734.457,Denmark
DNK,1992,56677.137,Denmark
DNK,1993,57307.511,Denmark
DNK,1994,55309.39,Denmark
DNK,1995,56493.197,Denmark
DNK,1996,57505.066,Denmark
DNK,1997,58426.782,Denmark
DNK,1998,59449.893,Denmark
DNK,1999,60138.085,Denmark
DNK,2000,60085.422,Denmark
DNK,2001,60459.631,Denmark
DNK,2002,61804.022,Denmark
DNK,2003,63315.932,Denmark
DNK,2004,64731.272,Denmark
DNK,2005,65741.04,Denmark
DNK,2006,66818.929,Denmark
DNK,2007,67596.062,Denmark
DNK,2008,68395.359,Denmark
DNK,2009,69529.843,Denmark
DNK,2010,70243.601,Denmark
DNK,2011,69951.875,Denmark
DNK,2012,69916.034,Denmark
DNK,2013,70416.455,Denmark
DNK,2014,71845.531,Denmark
DNK,2015,73025.931,Denmark
DNK,2016,73865.261,Denmark
DNK,2017,74359.772,Denmark
DNK,2018,75153.895,Denmark
DNK,2019,75609.648,Denmark
DNK,2020,76857.069,Denmark
DNK,2021,77358.834,Denmark
DNK,2022,74177.717,Denmark
DNK,2023,75174.717,Denmark
DNK,2024,77882.527,Denmark
DNK,2025,78090.445,Denmark
FIN,1990,47108.291,Finland
FIN,1991,47674.611,Finland
FIN,1992,46947.183,Finland
FIN,1993,45300.701,Finland
FIN,1994,45945.745,Finland
FIN,1995,47756.369,Finland
FIN,1996,48848.183,Finland
FIN,1997,48882.546,Finland
FIN,1998,50170.06,Finland
FIN,1999,51336.653,Finland
FIN,2000,52219.138,Finland
FIN,2001,52496.199,Finland
FIN,2002,52778.254,Finland
FIN,2003,53782.89,Finland
FIN,2004,59425.397,Finland
FIN,2005,56729.916,Finland
FIN,2006,57900.924,Finland
FIN,2007,58672.187,Finland
FIN,2008,59175.616,Finland
FIN,2009,59685.314,Finland
FIN,2010,61132.317,Finland
FIN,2011,61176.164,Finland
FIN,2012,61074.527,Finland
FIN,2013,60512.729,Finland
FIN,2014,60509.337,Finland
FIN,2015,60739.539,Finland
FIN,2016,61375.05,Finland
FIN,2017,61364.423,Finland
FIN,2018,61788.059,Finland
FIN,2019,62762.026,Finland
FIN,2020,63100.02,Finland
FIN,2021,65186.225,Finland
FIN,2022,62939.236,Finland
FIN,2023,62069.472,Finland
FIN,2024,62393.061,Finland
FIN,2025,63053.422,Finland
FRA,1990,44931.497,France
FRA,1991,45473.758,France
FRA,1992,45910.509,France
FRA,1993,46517.089,France
FRA,1994,46718.066,France
FRA,1995,47455.981,France
FRA,1996,47622.695,France
FRA,1997,48213.487,France
FRA,1998,48885.263,France
FRA,1999,49937.852,France
FRA,2000,50339.091,France
FRA,2001,50648.739,France
FRA,2002,52015.648,France
FRA,2003,52520.362,France
FRA,2004,53347.584,France
FRA,2005,54078.394,France
FRA,2006,54664.199,France
FRA,2007,54959.059,France
FRA,2008,54812.054,France
FRA,2009,56617.112,France
FRA,2010,57666.846,France
FRA,2011,57738.848,France
FRA,2012,58100.32,France
FRA,2013,58654.452,France
FRA,2014,59030.877,France
FRA,2015,59484.548,France
FRA,2016,60120.233,France
FRA,2017,60947.615,France
FRA,2018,60671.758,France
FRA,2019,61289.217,France
FRA,2020,58327.286,France
FRA,2021,60851.672,France
FRA,2022,61044.379,France
FRA,2023,59611.013,France
FRA,2024,59864.791,France
FRA,2025,60483.173,France
GBR,1990,45034.836,United Kingdom
GBR,1991,45146.5,United Kingdom
GBR,1992,46033.509,United Kingdom
GBR,1993,46779.017,United Kingdom
GBR,1994,47604.502,United Kingdom
GBR,1995,47603.938,United Kingdom
GBR,1996,47579.522,United Kingdom
GBR,1997,49449.026,United Kingdom
GBR,1998,50183.012,United Kingdom
GBR,1999,52653.397,United Kingdom
GBR,2000,55157.761,United Kingdom
GBR,2001,57492.783,United Kingdom
GBR,2002,58055.725,United Kingdom
GBR,2003,59889.83,United Kingdom
GBR,2004,61631.07,United Kingdom
GBR,2005,62290.709,United Kingdom
GBR,2006,63365.405,United Kingdom
GBR,2007,66143.892,United Kingdom
GBR,2008,64362.756,United Kingdom
GBR,2009,64187.023,United Kingdom
GBR,2010,64481.533,United Kingdom
GBR,2011,63186.348,United Kingdom
GBR,2012,62666.271,United Kingdom
GBR,2013,63111.426,United Kingdom
GBR,2014,63362.345,United Kingdom
GBR,2015,64198.579,United Kingdom
GBR,2016,65002.313,United Kingdom
GBR,2017,65436.133,United Kingdom
GBR,2018,65566.058,United Kingdom
GBR,2019,66480.033,United Kingdom
GBR,2020,65540.612,United Kingdom
GBR,2021,66465.905,United Kingdom
GBR,2022,65134.566,United Kingdom
GBR,2023,64603.207,United Kingdom
GBR,2024,65842.034,United Kingdom
GBR,2025,66299.139,United Kingdom
ISR,1990,42689.876,Israel
ISR,1991,42689.876,Israel
ISR,1992,42689.876,Israel
ISR,1993,42689.876,Israel
ISR,1994,42689.876,Israel
ISR,1995,42689.876,Israel
ISR,1996,46259.575,Israel
ISR,1997,47365.919,Israel
ISR,1998,49159.787,Israel
ISR,1999,50135.547,Israel
ISR,2000,52106.133,Israel
ISR,2001,53363.345,Israel
ISR,2002,51170.123,Israel
ISR,2003,49692.221,Israel
ISR,2004,49022.852,Israel
ISR,2005,49192.344,Israel
ISR,2006,50570.447,Israel
ISR,2007,51082.954,Israel
ISR,2008,50449.707,Israel
ISR,2009,49022.946,Israel
ISR,2010,49117.959,Israel
ISR,2011,49489.779,Israel
ISR,2012,46276.354,Israel
ISR,2013,46409.339,Israel
ISR,2014,46592.968,Israel
ISR,2015,47933.071,Israel
ISR,2016,49959.811,Israel
ISR,2017,51535.082,Israel
ISR,2018,53064.23,Israel
ISR,2019,54065.666,Israel
ISR,2020,54274.046,Israel
ISR,2021,57192.397,Israel
ISR,2022,57251.518,Israel
ISR,2023,56578.778,Israel
ISR,2024,57134.889,Israel
ISR,2025,57425.877,Israel
ITA,1990,54994.691,Italy
ITA,1991,55456.708,Italy
ITA,1992,55403.02,Italy
ITA,1993,54549.631,Italy
ITA,1994,53843.243,Italy
ITA,1995,52664.467,Italy
ITA,1996,53133.215,Italy
ITA,1997,54604.431,Italy
ITA,1998,54825.441,Italy
ITA,1999,55433.052,Italy
ITA,2000,55459.379,Italy
ITA,2001,55828.526,Italy
ITA,2002,55313.986,Italy
ITA,2003,55025.136,Italy
ITA,2004,56146.111,Italy
ITA,2005,56742.188,Italy
ITA,2006,57067.205,Italy
ITA,2007,56981.968,Italy
ITA,2008,56972.432,Italy
ITA,2009,57296.498,Italy
ITA,2010,57789.672,Italy
ITA,2011,56917.001,Italy
ITA,2012,55107.159,Italy
ITA,2013,55257.031,Italy
ITA,2014,55531.156,Italy
ITA,2015,56043.44,Italy
ITA,2016,56266.177,Italy
ITA,2017,55769.491,Italy
ITA,2018,55440.262,Italy
ITA,2019,55581.059,Italy
ITA,2020,52901.27,Italy
ITA,2021,55576.962,Italy
ITA,2022,53954.951,Italy
ITA,2023,52732.366,Italy
ITA,2024,53243.036,Italy
ITA,2025,53864.157,Italy
JPN,1990,50786.825,Japan
JPN,1991,51461.263,Japan
JPN,1992,51531.614,Japan
JPN,1993,51135.831,Japan
JPN,1994,51645.552,Japan
JPN,1995,52274.951,Japan
JPN,1996,52466.18,Japan
JPN,1997,52661.851,Japan
JPN,1998,51861.927,Japan
JPN,1999,51389.937,Japan
JPN,2000,51891.0,Japan
JPN,2001,51266.696,Japan
JPN,2002,50187.659,Japan
JPN,2003,50303.568,Japan
JPN,2004,51013.43,Japan
JPN,2005,52267.149,Japan
JPN,2006,52243.605,Japan
JPN,2007,52395.728,Japan
JPN,2008,52183.473,Japan
JPN,2009,51448.52,Japan
JPN,2010,51437.781,Japan
JPN,2011,51604.174,Japan
JPN,2012,51708.181,Japan
JPN,2013,51991.096,Japan
JPN,2014,51511.615,Japan
JPN,2015,51026.717,Japan
JPN,2016,51358.827,Japan
JPN,2017,51067.532,Japan
JPN,2018,51826.955,Japan
JPN,2019,52069.774,Japan
JPN,2020,51293.862,Japan
JPN,2021,51822.753,Japan
JPN,2022,51129.005,Japan
JPN,2023,49970.485,Japan
JPN,2024,50421.41,Japan
JPN,2025,50182.646,Japan
KOR,1990,29498.107,South Korea
KOR,1991,30744.293,South Korea
KOR,1992,32190.246,South Korea
KOR,1993,34147.219,South Korea
KOR,1994,34948.816,South Korea
KOR,1995,38520.893,South Korea
KOR,1996,40347.543,South Korea
KOR,1997,39515.18,South Korea
KOR,1998,39179.312,South Korea
KOR,1999,39708.798,South Korea
KOR,2000,40011.25,South Korea
KOR,2001,41515.851,South Korea
KOR,2002,42970.906,South Korea
KOR,2003,44501.076,South Korea
KOR,2004,45501.367,South Korea
KOR,2005,46970.217,South Korea
KOR,2006,47638.933,South Korea
KOR,2007,48638.455,South Korea
KOR,2008,48523.843,South Korea
KOR,2009,48588.623,South Korea
KOR,2010,49550.265,South Korea
KOR,2011,50159.716,South Korea
KOR,2012,49250.725,South Korea
KOR,2013,50368.531,South Korea
KOR,2014,50476.464,South Korea
KOR,2015,51768.996,South Korea
KOR,2016,53213.789,South Korea
KOR,2017,54320.429,South Korea
KOR,2018,56175.921,South Korea
KOR,2019,58081.983,South Korea
KOR,2020,59418.876,South Korea
KOR,2021,59841.667,South Korea
KOR,2022,58696.806,South Korea
KOR,2023,59198.03,South Korea
KOR,2024,60908.807,South Korea
KOR,2025,61259.161,South Korea
NLD,1990,72715.176,Netherlands
NLD,1991,73284.701,Netherlands
NLD,1992,73671.186,Netherlands
NLD,1993,74911.506,Netherlands
NLD,1994,75455.341,Netherlands
NLD,1995,73988.734,Netherlands
NLD,1996,73766.933,Netherlands
NLD,1997,74074.259,Netherlands
NLD,1998,71836.503,Netherlands
NLD,1999,73243.659,Netherlands
NLD,2000,75116.463,Netherlands
NLD,2001,76236.468,Netherlands
NLD,2002,76263.991,Netherlands
NLD,2003,76758.876,Netherlands
NLD,2004,77890.342,Netherlands
NLD,2005,77998.998,Netherlands
NLD,2006,77803.955,Netherlands
NLD,2007,78845.577,Netherlands
NLD,2008,79097.091,Netherlands
NLD,2009,81825.766,Netherlands
NLD,2010,81995.82,Netherlands
NLD,2011,81266.441,Netherlands
NLD,2012,81739.488,Netherlands
NLD,2013,82107.56,Netherlands
NLD,2014,81669.921,Netherlands
NLD,2015,82711.004,Netherlands
NLD,2016,83103.165,Netherlands
NLD,2017,81827.574,Netherlands
NLD,2018,81126.313,Netherlands
NLD,2019,80831.238,Netherlands
NLD,2020,81771.956,Netherlands
NLD,2021,80400.832,Netherlands
NLD,2022,76314.649,Netherlands
NLD,2023,76028.493,Netherlands
NLD,2024,78682.989,Netherlands
NLD,2025,80136.33,Netherlands
NOR,1990,38399.533,Norway
NOR,1991,38819.835,Norway
NOR,1992,39314.946,Norway
NOR,1993,39687.756,Norway
NOR,1994,40493.847,Norway
NOR,1995,40874.8,Norway
NOR,1996,42101.049,Norway
NOR,1997,43032.671,Norway
NOR,1998,44599.978,Norway
NOR,1999,46051.077,Norway
NOR,2000,46455.269,Norway
NOR,2001,47724.188,Norway
NOR,2002,49422.026,Norway
NOR,2003,50017.689,Norway
NOR,2004,51606.73,Norway
NOR,2005,53044.039,Norway
NOR,2006,55068.074,Norway
NOR,2007,57447.02,Norway
NOR,2008,58679.135,Norway
NOR,2009,59491.154,Norway
NOR,2010,60441.824,Norway
NOR,2011,62649.109,Norway
NOR,2012,64471.684,Norway
NOR,2013,65909.992,Norway
NOR,2014,66488.331,Norway
NOR,2015,67127.451,Norway
NOR,2016,66181.341,Norway
NOR,2017,66343.492,Norway
NOR,2018,67051.001,Norway
NOR,2019,68745.751,Norway
NOR,2020,69331.539,Norway
NOR,2021,71701.069,Norway
NOR,2022,71309.763,Norway
NOR,2023,71375.864,Norway
NOR,2024,72294.026,Norway
NOR,2025,73461.545,Norway
NZL,1990,39514.408,New Zealand
NZL,1991,37953.171,New Zealand
NZL,1992,39627.487,New Zealand
NZL,1993,40652.822,New Zealand
NZL,1994,41371.274,New Zealand
NZL,1995,41188.527,New Zealand
NZL,1996,41863.475,New Zealand
NZL,1997,43052.821,New Zealand
NZL,1998,42346.428,New Zealand
NZL,1999,41817.219,New Zealand
NZL,2000,41985.531,New Zealand
NZL,2001,42780.934,New Zealand
NZL,2002,43571.96,New Zealand
NZL,2003,45187.357,New Zealand
NZL,2004,46769.727,New Zealand
NZL,2005,47561.06,New Zealand
NZL,2006,47852.727,New Zealand
NZL,2007,50647.771,New Zealand
NZL,2008,50060.754,New Zealand
NZL,2009,50670.738,New Zealand
NZL,2010,51225.754,New Zealand
NZL,2011,51188.335,New Zealand
NZL,2012,52294.744,New Zealand
NZL,2013,51592.725,New Zealand
NZL,2014,51793.939,New Zealand
NZL,2015,52726.556,New Zealand
NZL,2016,54442.809,New Zealand
NZL,2017,54816.497,New Zealand
NZL,2018,56182.612,New Zealand
NZL,2019,57833.991,New Zealand
NZL,2020,59356.605,New Zealand
NZL,2021,62033.736,New Zealand
NZL,2022,60826.985,New Zealand
NZL,2023,60115.109,New Zealand
NZL,2024,60468.692,New Zealand
NZL,2025,60896.229,New Zealand
SWE,1990,38220.442,Sweden
SWE,1991,36400.575,Sweden
SWE,1992,37541.203,Sweden
SWE,1993,37049.318,Sweden
SWE,1994,37944.068,Sweden
SWE,1995,38069.773,Sweden
SWE,1996,40269.288,Sweden
SWE,1997,41931.546,Sweden
SWE,1998,43324.8,Sweden
SWE,1999,44240.339,Sweden
SWE,2000,45862.569,Sweden
SWE,2001,46401.04,Sweden
SWE,2002,46984.079,Sweden
SWE,2003,47351.099,Sweden
SWE,2004,48891.415,Sweden
SWE,2005,50096.459,Sweden
SWE,2006,51516.182,Sweden
SWE,2007,53286.202,Sweden
SWE,2008,54401.706,Sweden
SWE,2009,54592.024,Sweden
SWE,2010,55267.148,Sweden
SWE,2011,56095.417,Sweden
SWE,2012,57350.178,Sweden
SWE,2013,58006.867,Sweden
SWE,2014,58722.209,Sweden
SWE,2015,59542.107,Sweden
SWE,2016,60388.019,Sweden
SWE,2017,60738.055,Sweden
SWE,2018,61008.929,Sweden
SWE,2019,61692.938,Sweden
SWE,2020,62495.441,Sweden
SWE,2021,63922.77,Sweden
SWE,2022,61819.296,Sweden
SWE,2023,60122.215,Sweden
SWE,2024,60905.178,Sweden
SWE,2025,61443.422,Sweden
USA,1990,56693.84,United States
USA,1991,57079.114,United States
USA,1992,58402.045,United States
USA,1993,58072.974,United States
USA,1994,57850.978,United States
USA,1995,58178.952,United States
USA,1996,59029.74,United States
USA,1997,60503.818,United States
USA,1998,62995.918,United States
USA,1999,64655.638,United States
USA,2000,66814.976,United States
USA,2001,67327.695,United States
USA,2002,67869.729,United States
USA,2003,68599.782,United States
USA,2004,69870.143,United States
USA,2005,69934.855,United States
USA,2006,70982.433,United States
USA,2007,72325.838,United States
USA,2008,72147.054,United States
USA,2009,72870.344,United States
USA,2010,73515.229,United States
USA,2011,73616.952,United States
USA,2012,74243.084,United States
USA,2013,73913.11,United States
USA,2014,75074.762,United States
USA,2015,76999.191,United States
USA,2016,77129.241,United States
USA,2017,77970.611,United States
USA,2018,78892.594,United States
USA,2019,80317.647,United States
USA,2020,85170.596,United States
USA,2021,86695.78,United States
USA,2022,84214.966,United States
USA,2023,83866.258,United States
USA,2024,85546.027,United States
USA,2025,86977.138,United States
